
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,

 0.00000, 0.00000, 0.00000,30000.00000, 0.00000, 2.23147, 0.00000,800.00000, 2.23147, 0.00000, 0.00000, 0.00000, 3.00000, 0.03830,-0.00940, 0.98279, 0.80645,285.30266,626.20909,2000.25985,-1.30689,-0.09644,-0.26530,
 0.10000,79.99998,-0.00023,29999.99717, 0.02504, 2.23094, 0.29643,799.99941, 2.23525,-0.29486, 0.39584,-0.01328, 2.88792, 0.03789, 0.01388, 0.97975, 0.80645,285.30226,626.20917,2000.25985,-1.30689,-0.09644,-0.26530,
 0.20000,159.99985, 0.00411,29999.98808, 0.12272, 2.22804, 0.57118,799.99784, 2.23818,-0.55990, 1.43089,-0.03952, 2.57141, 0.03777, 0.03452, 0.97767, 0.80645,285.30125,626.20943,2000.25985,-1.30689,-0.09644,-0.26530,
 0.30000,239.99952, 0.02017,29999.97202, 0.34442, 2.22179, 0.80539,799.99544, 2.24061,-0.77465, 2.86827,-0.06775, 2.08511, 0.03777, 0.05093, 0.97627, 0.80645,285.29970,626.20989,2000.25985,-1.30689,-0.09644,-0.26530,
 0.40000,319.99890, 0.05442,29999.94848, 0.71794, 2.21205, 0.98432,799.99229, 2.24344,-0.92385, 4.47253,-0.09530, 1.47651, 0.03781, 0.06195, 0.97560, 0.80645,285.29770,626.21057,2000.25985,-1.30689,-0.09644,-0.26530,
 0.50000,399.99792, 0.11245,29999.91705, 1.24848, 2.19922, 1.09840,799.98867, 2.24690,-0.99848, 6.02501,-0.12401, 0.80119, 0.03784, 0.06695, 0.97556, 0.80644,285.29545,626.21147,2000.25985,-1.30689,-0.09644,-0.26530,
 0.60000,479.99654, 0.19875,29999.87746, 1.92102, 2.18403, 1.14380,799.98501, 2.25002,-0.99615, 7.33730,-0.15706, 0.11761, 0.03785, 0.06581, 0.97579, 0.80644,285.29326,626.21260,2000.25985,-1.30689,-0.09644,-0.26530,
 0.70000,559.99478, 0.31663,29999.82941, 2.70390, 2.16733, 1.12245,799.98185, 2.25078,-0.92102, 8.26211,-0.19658,-0.51791, 0.03779, 0.05894, 0.97567, 0.80644,285.29151,626.21398,2000.25985,-1.30689,-0.09644,-0.26530,
 0.80000,639.99268, 0.46815,29999.77251, 3.55334, 2.14987, 1.04164,799.97969, 2.24677,-0.78307, 8.70117,-0.24216,-1.05583, 0.03764, 0.04723, 0.97452, 0.80643,285.29057,626.21561,2000.25985,-1.30689,-0.09644,-0.26530,
 0.90000,719.99036, 0.65419,29999.70606, 4.41854, 2.13218, 0.91308,799.97894, 2.23602,-0.59703, 8.60959,-0.29062,-1.45730, 0.03739, 0.03191, 0.97181, 0.80643,285.29073,626.21752,2000.25985,-1.30689,-0.09644,-0.26530,
 1.00000,799.98794, 0.87447,29999.62903, 5.24702, 2.11433, 0.75176,799.97981, 2.21770,-0.38080, 7.99610,-0.33681,-1.69681, 0.03709, 0.01457, 0.96761, 0.80643,285.29216,626.21973,2000.25985,-1.29904,-0.08850,-0.25736,
 1.10000,879.98584, 1.13177,29999.54608, 5.80108, 2.03134, 0.53536,799.98399, 2.11251,-0.12246, 2.12311,-2.14540,-2.61064, 0.03481, 0.03678, 1.01474, 0.80644,285.29601,626.22211,2000.25985, 1.29617, 2.50665, 2.33779,
 1.20000,959.98344, 1.43205,29999.46113, 5.58215, 1.71353, 0.17825,799.98234, 1.76848, 0.22349,-6.28373,-4.89908,-3.83871, 0.02816, 0.01620, 0.89314, 0.80643,285.29573,626.22454,2000.25985, 1.64045, 2.85091, 2.68205,
 1.30000,1039.98150, 1.76481,29999.33826, 4.53414, 1.13363,-0.31302,799.99779, 1.20059, 0.65555,-14.32706,-7.47791,-4.87489, 0.02034,-0.01413, 0.69879, 0.80645,285.30804,626.22807,2000.25985, 1.68612, 2.89658, 2.72772,
 1.40000,1119.98162, 2.11061,29999.11706, 2.71966, 0.30559,-0.89518,800.02705, 0.46163, 1.16548,-21.69333,-9.73956,-5.64265, 0.01083,-0.04969, 0.46307, 0.80648,285.33125,626.23441,2000.25985, 1.69218, 2.90264, 2.73377,
 1.50000,1199.98412, 2.44767,29998.72289, 0.21535,-0.75233,-1.51293,800.05724,-0.39463, 1.74471,-28.33502,-11.69613,-6.10744, 0.00567,-0.09081, 0.19605, 0.80651,285.35693,626.24571,2000.25985, 1.69298, 2.90344, 2.73458,
 1.60000,1279.98829, 2.75623,29998.06942,-2.91872,-2.02617,-2.10340,800.09189,-1.32288, 2.38067,-34.57795,-13.49213,-6.22743, 0.00719,-0.13942,-0.09406, 0.80654,285.38852,626.26445,2000.25985, 1.69309, 2.90355, 2.73468,
 1.70000,1359.99166, 3.02244,29997.06127,-6.65287,-3.50777,-2.59397,800.10702,-2.29585, 3.05403,-40.50960,-15.23553,-5.93718, 0.00900,-0.19289,-0.39194, 0.80655,285.40993,626.29336,2000.25985, 1.69310, 2.90356, 2.73470,
 1.80000,1439.98724, 3.24319,29995.59885,-10.96007,-5.18507,-2.90343,800.06910,-3.29839, 3.74127,-46.00512,-17.00744,-5.22757, 0.01094,-0.24783,-0.69547, 0.80651,285.39827,626.33530,2000.25985, 1.69311, 2.90356, 2.73470,
 1.90000,1519.96284, 3.43075,29993.58047,-15.80807,-7.03724,-2.94599,799.94241,-4.32765, 4.41759,-50.93290,-18.89355,-4.10169, 0.01291,-0.30225,-1.00771, 0.80637,285.32913,626.39319,2000.25985, 1.69311, 2.90356, 2.73470,
 2.00000,1599.90031, 3.61712,29990.90401,-21.16581,-9.03030,-2.63056,799.68615,-5.39185, 5.05660,-55.14441,-20.95194,-2.56208, 0.01362,-0.34758,-1.36485, 0.80611,285.17450,626.46996,2000.25985, 1.69311, 2.90356, 2.73470,
 2.10000,1679.77321, 3.86374,29987.46084,-26.96144,-11.09915,-1.87623,799.23234,-6.48574, 5.63388,-57.81207,-22.90066,-0.71738, 0.01199,-0.37976,-1.78441, 0.80564,284.88710,626.56873,2000.25985, 1.69311, 2.90356, 2.73470,
 2.20000,1759.54507, 4.26741,29983.14045,-33.06529,-13.14036,-0.63296,798.52736,-7.60569, 6.12090,-58.72428,-24.62424, 1.36184, 0.01019,-0.40456,-2.20307, 0.80491,284.43005,626.69269,2000.25985, 1.69311, 2.90356, 2.73470,
 2.30000,1839.17139, 4.95223,29977.85219,-39.34384,-15.03826, 1.11769,797.52471,-8.75522, 6.48667,-58.02836,-26.07224, 3.61713, 0.00842,-0.41900,-2.61970, 0.80388,283.77156,626.84444,2000.25985, 1.69311, 2.90356, 2.73470,
 2.40000,1918.60006, 6.06486,29971.53197,-45.66125,-16.67762, 3.35551,796.17858,-9.93689, 6.70290,-55.79735,-27.18959, 5.94704, 0.00668,-0.41770,-3.03709, 0.80250,282.88034,627.02584,2000.25985, 1.69311, 2.90356, 2.73470,
 2.50000,1997.77305, 7.76534,29964.14817,-51.89769,-17.96322, 6.02393,794.47719,-11.16425, 6.74954,-53.13821,-28.15281, 8.24136, 0.01278,-0.41390,-3.35870, 0.80076,281.74933,627.23783,2000.25985, 1.69311, 2.90356, 2.73470,
 2.60000,2076.63205,10.20558,29955.70937,-58.07084,-18.84340, 9.06054,792.41200,-12.46228, 6.64486,-51.21939,-29.21239,10.33734, 0.01936,-0.39787,-3.68748, 0.79865,280.37368,627.48017,2000.25985, 1.69311, 2.90356, 2.73470,
 2.70000,2155.11355,13.53679,29946.25228,-64.21456,-19.29386,12.39187,789.92031,-13.84210, 6.43539,-49.95488,-30.34324,12.07507, 0.02601,-0.37300,-4.02646, 0.79610,278.71037,627.75184,2000.25985, 1.69311, 2.90356, 2.73470,
 2.80000,2233.14622,17.90993,29935.83901,-70.34829,-19.31035,15.93450,786.93017,-15.30816, 6.18382,-49.36423,-31.47988,13.34219, 0.03173,-0.33955,-4.36195, 0.79305,276.71052,628.05109,2000.25985, 1.69311, 2.90356, 2.73470,
 2.90000,2310.65264,23.46695,29924.56114,-76.45303,-18.90392,19.55708,783.39131,-16.82347, 5.97010,-48.95359,-31.58628,13.87527, 0.03363,-0.29127,-4.65313, 0.78945,274.34138,628.37532,2000.25985, 1.69311, 2.90356, 2.73470,
 3.00000,2387.55419,30.32798,29912.54158,-82.42623,-18.11050,23.04315,779.28191,-18.25943, 5.86067,-48.29125,-30.30554,13.77580, 0.03583,-0.25602,-4.90894, 0.78526,271.59101,628.72102,2000.25985, 1.68525, 2.89309, 2.71899,
 3.10000,2463.76803,38.59357,29899.91588,-88.09625,-16.93009,26.12315,774.48630,-19.39198, 5.78780,-46.38254,-25.50782,14.99902,-0.00059,-0.30485,-5.24385, 0.78039,268.38347,629.08432,2000.25985,-3.21707,-2.21949,-2.47143,
 3.20000,2539.20724,48.34242,29886.82238,-93.29010,-15.30518,28.39061,769.21885,-19.89936, 5.55348,-44.92522,-18.45526,17.10358,-0.01162,-0.28679,-5.27131, 0.77503,264.87298,629.46126,2000.25985,-4.16232,-2.98010,-3.15999,
 3.30000,2613.84079,59.58022,29873.41192,-98.05423,-13.34624,29.75068,763.98528,-19.77879, 5.08171,-43.49602,-11.84532,19.38452,-0.01214,-0.25872,-5.12795, 0.76971,261.41011,629.84751,2000.25985,-4.28772,-3.08101,-3.25133,
 3.40000,2687.68700,72.25903,29859.82363,-102.41832,-11.16714,30.28265,759.09339,-19.16842, 4.30161,-41.30359,-6.40229,21.72229,-0.01081,-0.21865,-4.88523, 0.76474,258.20236,630.23907,2000.25985,-4.30435,-3.09439,-3.26345,
 3.50000,2760.79454,86.30052,29846.17728,-106.36386,-8.85193,30.12411,754.69890,-18.24370, 3.15721,-37.87159,-2.36474,23.91918,-0.01041,-0.15023,-4.63336, 0.76027,255.34980,630.63251,2000.25985,-4.30656,-3.09617,-3.26505,
 3.60000,2833.22474,101.61744,29832.57741,-109.82241,-6.46279,29.42997,750.82555,-17.16879, 1.62532,-32.84676, 0.34319,25.70352,-0.00953,-0.05835,-4.37600, 0.75632,252.86208,631.02480,2000.25985,-4.30685,-3.09640,-3.26527,
 3.70000,2905.04312,118.11736,29819.11130,-112.69453,-4.05971,28.35597,747.46575,-16.07819,-0.26979,-26.28114, 1.94155,26.70552,-0.00824, 0.04725,-4.12554, 0.75289,250.72843,631.41343,2000.25985,-4.30689,-3.09643,-3.26529,
 3.80000,2976.31286,135.70596,29805.84685,-114.84418,-1.70883,27.05485,744.55569,-15.04369,-2.45637,-17.65228, 2.72519,26.59852,-0.00330, 0.17887,-3.87655, 0.74991,248.90148,631.79643,2000.25985,-4.30689,-3.09644,-3.26530,
 3.90000,3047.09267,154.28810,29792.83513,-116.09091, 0.49766,25.66345,742.03773,-14.05615,-4.81854,-7.58961, 3.44173,24.91847, 0.00122, 0.33421,-3.63581, 0.74733,247.33930,632.17231,2000.25985,-4.30689,-3.09644,-3.26530,
 4.00000,3117.43288,173.77299,29780.11090,-116.47813, 2.40287,24.27152,739.81815,-12.99711,-7.13491, 0.07806, 4.72012,21.23607, 0.00193, 0.48478,-3.39146, 0.74506,245.97703,632.54006,2000.25985,-4.30689,-3.09644,-3.26530,
 4.10000,3187.37725,194.07339,29767.68820,-116.24304, 3.81342,22.93127,737.89409,-11.75390,-9.12222, 6.26496, 6.81980,15.63598,-0.00042, 0.61799,-3.07110, 0.74308,244.81117,632.89927,2000.25985,-4.30689,-3.09644,-3.26530,
 4.20000,3256.97369,215.09166,29755.55490,-115.32309, 4.55208,21.66720,736.30416,-10.20342,-10.58442,14.22048, 9.46678, 8.41397,-0.00417, 0.71704,-2.65939, 0.74144,243.86620,633.25026,2000.25985,-4.30689,-3.09644,-3.26530,
 4.30000,3326.28127,236.71278,29743.66661,-113.55824, 4.49685,20.49239,735.16720,-8.29132,-11.36945,23.27518,12.24120, 0.18424, 0.00372, 0.75799,-1.97052, 0.74025,243.22004,633.59432,2000.25985,-4.30689,-3.09644,-3.26530,
 4.40000,3395.38641,258.77196,29731.93007,-110.77247, 3.60842,19.39159,734.60592,-6.05808,-11.37301,34.36673,14.64616,-8.32942, 0.01636, 0.73624,-1.13834, 0.73965,242.95370,633.93413,2000.25985,-4.30689,-3.09644,-3.26530,
 4.50000,3464.38870,281.06962,29720.22369,-106.75228, 1.92087,18.31962,734.54529,-3.59006,-10.52684,47.43134,16.25624,-16.65101, 0.02137, 0.67041,-0.40339, 0.73955,243.01825,634.27322,2000.25985,-4.30689,-3.09644,-3.26530,
 4.60000,3533.36904,303.42638,29708.44031,-101.31833,-0.47590,17.21890,734.77147,-1.03600,-8.77498,61.25559,16.43837,-24.19712, 0.01788, 0.53604, 0.19936, 0.73974,243.27336,634.61468,2000.25985,-4.30689,-3.09644,-3.26530,
 4.70000,3602.38351,325.69387,29696.49302,-94.61026,-3.37489,16.02185,735.16018, 1.27448,-6.18728,71.27906,15.01377,-29.40129, 0.02793, 0.32099, 0.72381, 0.74009,243.63788,634.96105,2000.25985,-4.30689,-3.09644,-3.26530,
 4.80000,3671.47563,347.73858,29684.31183,-87.11223,-6.48010,14.68591,735.63776, 3.00640,-3.01558,75.13585,12.44924,-31.80828, 0.04448, 0.10779, 1.07115, 0.74053,244.06385,635.31435,2000.25985,-4.30689,-3.09644,-3.26530,
 4.90000,3740.67261,369.45986,29671.86015,-79.53254,-9.52006,13.20156,736.10249, 4.00883, 0.37957,70.88375, 9.69458,-31.58780, 0.05591,-0.12054, 1.27002, 0.74096,244.48425,635.67566,2000.25985,-4.30689,-3.09644,-3.26530,
 5.00000,3809.98460,390.79218,29659.11953,-72.69711,-12.27102,11.60902,736.51106, 4.37785, 3.60221,58.52136, 7.58909,-28.89213, 0.06309,-0.35075, 1.32758, 0.74133,244.87043,636.04553,2000.25985,-4.29904,-3.08850,-3.25736,
 5.10000,3879.41053,411.69614,29646.07637,-67.52841,-14.55396,10.04898,736.85451, 4.36704, 6.28791,35.98436, 5.21080,-24.13293, 0.07660,-0.50904, 1.35699, 0.74163,245.21643,636.42436,2000.25985,-1.70383,-0.49335,-0.66221,
 5.20000,3948.94437,432.14597,29632.71838,-64.95277,-16.29580, 8.77027,737.12057, 4.28392, 8.16837, 8.48333, 3.38119,-17.36837, 0.07960,-0.66393, 1.32978, 0.74185,245.51409,636.81253,2000.25985,-1.35955,-0.14909,-0.31795,
 5.30000,4018.57250,452.12622,29619.02059,-65.20207,-17.38358, 7.90587,737.31142, 4.42335, 9.06306,-18.01480, 2.43277,-9.23102, 0.08309,-0.73097, 1.35670, 0.74200,245.76496,637.21076,2000.25985,-1.31388,-0.10342,-0.27228,
 5.40000,4088.28560,471.61823,29604.96478,-68.05882,-17.75978, 7.49560,737.46936, 4.84430, 8.91409,-40.85071, 1.61326,-0.84352, 0.08886,-0.71387, 1.44215, 0.74211,245.99732,637.61961,2000.25985,-1.30782,-0.09736,-0.26623,
 5.50000,4158.08143,490.60096,29590.54109,-73.06840,-17.43404, 7.50035,737.64989, 5.37062, 7.76220,-58.21328, 0.24566, 6.78170, 0.09430,-0.61202, 1.54083, 0.74225,246.24827,638.03938,2000.25985,-1.30702,-0.09656,-0.26542,
 5.60000,4227.96230,509.06041,29575.74493,-79.52579,-16.49268, 7.81846,737.90707, 5.69347, 5.79529,-67.58858,-1.89264,12.52367, 0.09457,-0.43801, 1.58598, 0.74246,246.55402,638.47023,2000.25985,-1.30691,-0.09645,-0.26532,
 5.70000,4297.93041,527.00135,29560.57381,-86.52405,-15.10024, 8.32340,738.27074, 5.54342, 3.35732,-68.21024,-4.46134,15.86114, 0.08606,-0.25098, 1.52205, 0.74277,246.93471,638.91223,2000.25985,-1.30690,-0.09644,-0.26530,
 5.80000,4367.98289,544.45948,29545.02592,-93.18324,-13.45026, 8.91023,738.76151, 4.84883, 0.83760,-60.94203,-6.79795,16.76023, 0.07142,-0.06419, 1.31710, 0.74322,247.40439,639.36547,2000.25985,-1.30689,-0.09644,-0.26530,
 5.90000,4438.11256,561.50398,29529.10963,-98.80638,-11.73344, 9.51535,739.36686, 3.72591,-1.45361,-48.18755,-8.44465,15.85257, 0.05515, 0.09903, 1.04014, 0.74377,247.95493,639.82972,2000.25985,-1.30689,-0.09644,-0.26530,
 6.00000,4508.31092,578.21972,29512.84992,-102.97593,-10.11060,10.11711,740.05069, 2.40177,-3.34722,-32.69993,-9.18734,13.51528, 0.04250, 0.23367, 0.72942, 0.74441,248.56219,640.30426,2000.25985,-1.30689,-0.09644,-0.26530,
 6.10000,4578.56910,594.69596,29496.28658,-105.55778,-8.73398,10.72538,740.76436, 1.09949,-4.77281,-17.10823,-9.15740,10.00345, 0.03140, 0.33037, 0.44307, 0.74507,249.19334,640.78795,2000.25985,-1.30689,-0.09644,-0.26530,
 6.20000,4648.87741,611.01177,29479.46279,-106.64220,-7.72629,11.37167,741.45956,-0.03435,-5.71461,-3.10135,-8.69851, 5.67674, 0.02119, 0.39075, 0.20735, 0.74571,249.81555,641.27956,2000.25985,-1.30689,-0.09644,-0.26530,
